id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text
81576,"person, person, person, person",,,,,,"him: ""you have to respect our religious beliefs""  me:"
81579,"person, person",,,,,,the look your women gives you when you can't finish the job
81602,truck,,,,,,this transgendersershit is getting outta hand
81603,person,,,,,,"The text in the image reads:  ""what's the deal with black people they're not black and they're not people"""
81624,person,fear,latino hispanic,man,31,25-34 years,"so like, why are men even gay?  girls have buttholes too you know..."
81625,"person, cell phone, person, chair, chair",angry,white,man,29,25-34 years,"before i get drunk, lose my phone, get naked and arrested  i want to wish you assholes a happy new year"
81630,person,,,,,,being disabled doesn't stop me
81645,"person, dog",,,,,,you with the goat stop that!
81673,"person, person, person, person, person, person, person, person, person, kite, car, person, person",,,,,,when they don't get the memo  that they lost the war
81675,person,neutral,latino hispanic,woman,33,25-34 years,when your boss asks for the report but you went out the past few nights
81679,"person, person, person, person, person, person, person",,,,,,"The text in the image reads:  ""nazi fitness camp before and after body transformation within hours"""
81690,person,,,,,,"The text in the image reads:  ""when black people think it's funny to steal a white man's's bike"""
81692,"sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep",,,,,,Meanwhile at the isis strip club
81705,dog,,,,,,human testosterone injections? why would you think that?
81706,"person, tie",,,,,,when you have to fight captain america because you had an argument
81720,"horse, person, horse, person",neutral,asian,man,25,25-34 years,let's go! staring contest!
81724,"person, person",,,,,,why are we walking? your mom woke up mad son
81734,person,,,,,,when instincts take over
81752,person,,,,,,me: i promise i won't get caught up in my stories me 3 drinks later: and there was ghost!
81759,person,,,,,,"we raped your women, pillaged your land  and murdered you the most  but now, i baptise you in the name of the father."
81760,"person, tie",fear,white,man,39,35-44 years,"The text in the image is:  - ""what does a baby from auschwitz"" - ""look like?"""
81764,person,neutral,latino hispanic,man,34,25-34 years,"tuesday, january 17, 2017  your legacy had less than 72 hours left and most of it could be undone with a pen and phone in less than 20 minutes"
81792,person,,,,,,I don't see color or race because I make sure to surround myself with a diverse group of people
81902,"person, tie, wine glass",neutral,white,man,36,35-44 years,i'm not a smart man but at least i didn't vote for trump
81904,"cup, bowl, bowl, spoon, bird, person, person, broccoli, carrot",,,,,,"remind your father while he's carving the turkey that  your sister prefers 'dark"" meat as you glance over at her bastard mixed race chilren."
81934,"person, person",fear,white,man,39,35-44 years,"brows can't be rushed  just like a mustache can't be rushed, you'll end up with too little  or the wrong shape"
81940,person,,,,,,why u add me troii no trolls allowed!!! you the feds?
81942,person,,,,,,The text in the image is:  666 6 protons 6 neutrons 6 elektrons  666 is the chemical make up of black people! not any beast... unlearn their bullshit!
81943,"person, tie",sad,white,man,28,25-34 years,the look you have when your dad cuts your hair
81946,"person, person, person, person, umbrella, surfboard, surfboard, umbrella",angry,white,woman,34,25-34 years,"""stupid bitch"" is not a race"
81947,bird,,,,,,"The text in the image says ""symbol of stupidity."""
81950,"person, cell phone, bed",,,,,,every hour a warrior fights alone  call your brother
81953,person,,,,,,"musslamic democrat, ilhan omar, has threaten[d] members of congress  she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture""  share to say arrest her now!"
81956,"bird, bird",,,,,,sharks don't attack him why? they think it's whale shit
81962,"person, tie, tie",fear,asian,man,28,25-34 years,they laughed when i said that i will drain the swamp  they're not laughinging now!!
81963,"person, oven, sink, cake",neutral,white,woman,43,35-44 years,the old lady treats arthur to some delicious cookies she's baked
81964,person,neutral,black,woman,33,25-34 years,"oprah winfrey: ""old white people need to just die"""
81970,person,,,,,,we talked about it i agreed dinner would be ready on time in the future
81972,person,fear,white,man,22,18-24 years,"a veggie hot dog made from plants instead of eyeballs, lips"
81975,person,sad,latino hispanic,man,31,25-34 years,best thing about an ethiopian blowjob?...  you know shes gonna swallow!!!
81976,person,,,,,,"bull shit, the evolved form of ape man"
82014,"person, person, tie, person, person, person, person, person, tie, tie, person, person",angry,asian,man,39,35-44 years,happy birthday can we go to a mexican restaurant? we will pay.
82016,"tie, person",,,,,,Christians don't believe they evolved i agree
82037,"mouse, person",,,,,,my father and mother  like me to be a boxer
82043,person,,,,,,"how dare you criticize me, a woman of color"
82045,"person, donut",,,,,,fed five thousand jews with five loaves and two fish made six million jews toast
82076,cat,,,,,,when catnip got mixed with the turkey
82079,"person, person, person, person",happy,latino hispanic,woman,28,25-34 years,when you're picking cotton as fast as your ashy hands can and then you hear your master crack his whip
82094,"person, person",happy,white,man,29,25-34 years,teacher asked what comes after a sentence  told her an appeal
82097,person,neutral,white,woman,32,25-34 years,shutting the fuck up is vegan and gluten free  you should add that to your diet
82104,person,,,,,,"The text in the image is:  ""hell yeah nig- i mean brother!!!""  The text is in a meme format, with the word ""nig-"" being replaced with ""nig-"" to avoid any potential issues with the text."
82134,person,,,,,,the test results are in and... you are a nigger
82139,"bear, cow, dog, bear",neutral,white,woman,23,18-24 years,"The text in the image reads:  ""why do black people smell bad? so blind people can hate them too"""
82150,"person, person",sad,middle eastern,man,25,25-34 years,the only time it's ok to finger your sister
82154,banana,,,,,,when you ask the jewish girl for her number  and she starts rolling up her sleeve
82156,"person, oven, person, book, cell phone, book",,,,,,I win again!  Parkinson's disease game center
82163,person,,,,,,please make them white
82165,"cup, person, laptop, laptop, cup",,,,,,holy shit look at the gas bill
82169,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, person, person, sheep, cow",happy,middle eastern,man,35,35-44 years,meanwhile  at the isis strip club
82179,bear,,,,,,do you have any idea how black you were going
82190,person,happy,white,man,29,25-34 years,The text in the image is:  - shit posting groups: *exist* - indogs: it's free real estate
82195,person,fear,white,woman,31,25-34 years,you fucking liar  that blowjob did nothing for my sore throat
82301,"dog, giraffe, person, person",,,,,,cooooooooooooon!!!!
82310,"cow, cell phone, laptop",,,,,,answer the phone.  no signal out here! haha
82316,"person, person, person, cell phone",happy,white,man,27,25-34 years,when you forgo history and embrace your slavemaster
82346,person,happy,asian,man,35,35-44 years,my goal for 2018  is to accomplish the goals of 2017 which i hould have done in 2016 because i promised them in 2014and planned them in 2013
82356,"cat, dog",,,,,,"the numbers are supposed to go down, not up!"
82359,"person, cup, cup",neutral,white,man,34,25-34 years,.... if only it gave you legs
82367,person,happy,middle eastern,man,27,25-34 years,15 years in prison???  that means my next girlfriend hasn't even been born yet!
82369,"person, person",,,,,,"impeach and deport ilhan omar  ""this is not going to be the country of white people. -rep. ilhan omar (d-mn)"
82379,"person, person, vase",happy,white,man,31,25-34 years,there's so much white trash in this picture i barely know where to start!
82396,person,,,,,,california wildfire made millions homeless
82403,"person, tie",,,,,,"everybody loves chocolate chip cookies, even hitler"
82406,"person, person, cell phone, toothbrush, cell phone",fear,asian,man,28,25-34 years,"The text in the image says:  ""I'm going trans hunting"""
82413,person,happy,white,man,26,25-34 years,It's not rape It's a cuddle with a struggle
82419,"laptop, dog, chair",,,,,,piss off the muslims  by saying merry christmas to all!
82437,,,,,,,we should learn from ocean how to treat refugees
82450,"bear, sheep, sheep, sheep, bird, bird, sheep, sheep, sheep, sheep, sheep",,,,,,keep us safe from rats
82457,"person, cell phone, person",fear,black,man,41,35-44 years,ring ring hello? I've been waiting for your call all damn day!!!
82460,person,,,,,,i may be blind but at least i'm not dead.
82461,,,,,,,i hate when i see a black out in my neighborhood  but i still offer my neighbors a candle
82469,"person, person, person, tie, person, tie, tie, tie, tie",happy,white,man,48,45-54 years,you're not you when you're hungry. grab a snickers
82476,"car, car, car",,,,,,marks left by a chevy  marks left by a ford
82501,"bed, horse",,,,,,now is the winter of our discontent  day made glorious summer by this hump
82503,"person, person, person",,,,,,hurry up barack will be home soon
82507,person,happy,asian,man,24,18-24 years,me: want some ribs? chinese person: no me: want some ribs made from house pets? chinese person:
82509,"person, person, person, surfboard",,,,,,72 virgins are ready to get f*cked up
82510,person,,,,,,"The text in the image reads:  ""what's the difference between harry potter and the jews? harry managed to escape from the chambers"""
82531,"person, person, person, bed, person, book, tie, person, chair",,,,,,help the needy worldwide!
82539,"person, person, cell phone, person, person, person, person, person, chair, chair, chair",,,,,,"The text in the image reads:  - ""muslims in 2001"" - ""defund homeland security!"" - ""muslim in congress 2019"""
82540,person,,,,,,nobody: european jews after 1933: now we're the skeleton crew
82541,"person, person, bottle, bottle, person, person, person, bottle, person",,,,,,when you take a bottle of water to africa
82547,person,neutral,black,man,25,25-34 years,r = rape
82549,person,,,,,,30 seconds into chloroform and chill and she gives you this look
82563,dog,,,,,,stop being a little bitch
82590,"person, person, person, person, person, person, person, person, tie, person, person",sad,white,man,31,25-34 years,burning them was a great public service
82591,"car, car, car, person, person, car, horse, dog, dog, person, person, person, car, dog, dog, person, person, horse, person, person, truck, person, horse, dog, person, person, dog, horse, sheep, person, horse, dog, person, horse, horse",,,,,,can you spot the difference?!?!?  didn't take me long either - 1st car's red
82593,person,,,,,,overly attached muslim girlfriend i killed your other 4 wives  so you have more time to beat me
82596,"person, person",happy,white,woman,38,35-44 years,i am ready to serve  my first term
82603,"person, tie",,,,,,"neuro Elton John AIDS Foundation BVLGARI VIVA GLAM felt cute, might go sit down to pee idk"
82609,dog,,,,,,good morning gamers  let's go kill some trannies
82631,"person, person, tie",sad,latino hispanic,man,30,25-34 years,what if marty feldman had a daughter?  he did
82635,,,,,,,i am jealous of her she's so pretty
82637,"person, person, tie, tie, person, person, person, person",angry,white,man,29,25-34 years,"""where you can get with that bull shit  what is "" fuck outta here""  correct"
82647,"person, person, person, person",angry,asian,man,32,25-34 years,dark humor is like food not everyone gets it. #justnorthkoreathing
82651,person,,,,,,"The text in the image says ""get the hell out."""
82657,person,happy,white,woman,27,25-34 years,"The text in the image reads:  ""a wax figure of anne frank"""
82673,"spoon, dining table, orange, bowl, carrot, pizza, carrot, carrot, broccoli, carrot, pizza, carrot",,,,,,how to cook turkey in usa  how to cook turkey in romania
82674,"person, person, dog",,,,,,"democrats, the test results are back  and donald trump is your daddy"
82675,person,,,,,,"The text in the image says:  ""life has its ups and downs"""
82679,"person, person",sad,black,man,31,25-34 years,why aren't the needs of children everywhere being met?
82693,"person, person, tie, tie",,,,,,god created this not that
82697,"person, person, person",,,,,,when you catch your goat with another man  ya done fucked up
82704,"person, baseball bat",,,,,,just a moroccan gentleman playing on on his guembry
82705,"person, person",sad,middle eastern,man,33,25-34 years,what's worse than a female driver?
82714,"person, cell phone",,,,,,and this is planet watermelon  where the rivers are grape soda and fried chicken grows on trees
82719,"person, dog, person, person",,,,,,"The text in the image reads:  ""intense game of twister auschwitz 1942"""
82730,person,,,,,,you rape em we scrape em  no fetus can defetus
82736,person,,,,,,picked up 2 new pillows and dishwasher at the flee market  winner winner chicken dinner
82740,"person, person, tie",happy,white,man,42,35-44 years,your daddy shoulda pulled out!
82743,"kite, person, person, person, person, person, person",,,,,,whatever this is...  it's an auburn fan
82749,person,,,,,,muslims moved in...  but they're not moving out...
82756,"person, person",,,,,,destroyinging babri hindu niqqas after  buslims after throwing stones on local mandir
82760,,,,,,,"spiders are like him not all of them are dangerous but since they all look the same to me, i don't want any of them in my house"
82761,bowl,,,,,,"if your phone gets wet, try putting it in dry rice  at night, the rice will attract asians who will fix your electronics for you"
82763,"person, person",fear,asian,man,29,25-34 years,"--and if anything happens, the women are to blame -- that's right, it's their fault, definitely"
82765,"person, person, cell phone",,,,,,"The text in the image reads:  ""jewish men supporting a politician on views that are important to them"""
82793,dog,,,,,,damn chewbacca ewoks are our friends
82794,"bird, bowl, apple",,,,,,sweet jesus we're delicious
82914,"person, person",happy,white,woman,30,25-34 years,you should vote for me  because i do not suck!  we already knew that!
82916,person,,,,,,you're entitled to nothing want it? earn it
82940,bird,,,,,,sea monkeys
82941,,,,,,,"""trump's rally lines are big his ""concentration camp"" lines are yuuuge"
82943,person,,,,,,we got my blind cousin a puppy for christmas
82945,"person, person",happy,white,woman,30,25-34 years,be careful who you call ugly in highschool
82946,"person, person, person, person, person, person, person, handbag, person, person, person, person, person, person, person, person, person",,,,,,"The text in the image is:  - ""i love you darling"" - ""stupid i am here"""
82947,"bottle, knife, person, cup, sandwich, cake",angry,middle eastern,man,31,25-34 years,sure timmy i'll hold your mayo
82950,"person, car",neutral,white,man,29,25-34 years,be careful who you call ugly in high school
82960,,,,,,,the stocks were a public torture device that immobilized the feet of the punished person
82963,person,,,,,,if there are no blacks there would be no racism
82964,"cup, person, couch, laptop, person, book",,,,,,they were mentally ill. i had to cure them
82973,"cell phone, person, person, cell phone",,,,,,when your little one brings home his first girlfriend
83014,"person, person",,,,,,hahaha...  fuck you bitch
83024,"person, person",,,,,,now i know why bitches raise their one leg up!
83025,"person, bottle, car, person",,,,,,but i'm israeli god promised me the car!
83045,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, tie, person, person, person, person, person, person",happy,asian,man,42,35-44 years,"so much trash, we need a garbage collector"
83046,"person, person",,,,,,capital punishment is still prevalent in many parts of the world
83052,"dog, person",sad,white,woman,35,35-44 years,"when your sister only bangs black guys and gets knocked up  ...and you literally become ""a monkey's uncle!"""
83056,"person, person",,,,,,sea monkeys
83059,person,happy,white,man,31,25-34 years,"a ""man bun?""  i tie my hair like that giving head"
83061,,,,,,,only josh can prevent wildfires  dammit josh  you had one job
83064,,,,,,,the hollow coa$ter
83074,person,neutral,white,man,47,45-54 years,if you're gonna screenshot a meme  at least crop out the black space
83076,"person, person, bench, bench, book, person",,,,,,"The text in the image says:  ""no matter what anyone tells you racism is ok"""
83091,"tie, person",sad,latino hispanic,man,45,45-54 years,what are you looking at!
83095,"person, car, tie, tie, cell phone",sad,white,man,30,25-34 years,"what!? no i am not asian "" """
83125,"person, toilet",,,,,,"when your girl is bulimic, but you like gagging sounds, so you call her ""fatty"" while you beat your meat in the shower"
83127,"person, clock, tie",happy,middle eastern,man,45,45-54 years,been dropping blessings all year like
83140,"bowl, person, bottle, bottle, bowl, person, oven, oven",,,,,,when the food you made actually taste good
83145,"person, person, car, person, clock",happy,latino hispanic,man,32,25-34 years,"been here 6 generations, gets loan to be repaid in full from the government.  been here 3 months gets $1400/wk from th"
83150,person,happy,black,man,30,25-34 years,10 years challenge  2009 2019
83152,person,,,,,,1 bomb every minute
83170,fire hydrant,,,,,,always buy  the bigger bottle  better safe than sober
83175,"person, person, person, person",,,,,,when you catch your goat with another man
83201,"bird, bird, person",,,,,,scientists announced that dolphins are second to man in intelligence that pushes women to 3rd place
83205,"bowl, person, bowl, person, chair, bowl, spoon, cup, bowl, bowl, cup, bowl, potted plant, bowl, wine glass, wine glass, fork",,,,,,randomly deciding to bake something
83206,"person, person, person, person, person, person, tie, tie, person, person, person, person, tie, person",sad,white,man,33,25-34 years,"yes man, you were right... i could have killed all the jews, but i left some of them to let you know why i was killing them"
83207,"person, sports ball, frisbee",,,,,,who said that women can't park
83215,bear,,,,,,I've been here once they stole my stuff and claimed god gave it to them
83216,person,,,,,,you know it's going a be a serious blow job  when he puts his hair up in a manbun
83219,horse,,,,,,"normal people: ""black squirrel"" me: ""squigga"""
83246,"person, cell phone",,,,,,why don't jews eat pussy? because it's too close to the gas chamber
83256,"person, sports ball, person",,,,,,I was really shocked when my wife gave birth and the baby was black.  is there anything that woman can't burn?
83257,person,sad,white,man,42,35-44 years,"The text in the image reads:  ""this man should motivate everybody"""
83264,"horse, person, person, person",sad,white,man,45,45-54 years,randomly deciding to bake something
83271,person,neutral,middle eastern,man,25,25-34 years,having a bad day?  you could be a siamese twin attached to gay brother who has a date and your the only one with an ass
83290,"person, cell phone",happy,white,woman,26,25-34 years,"first of all,  take a moment to realize who the fuck you are talking to."
83295,"person, person, person, person, person, person",,,,,,liberals are outraged by president trump's lack of protocol when meeting the queen of england
83296,"person, person",,,,,,and then i beat the usa immigration sytem by marrying my own brother! and i even got a job in congress! these americans are so stupid!!!
83402,person,neutral,white,woman,28,25-34 years,my car had some trouble  i need to take it to  a mechanic
83415,"person, tie, stop sign",happy,white,man,42,35-44 years,"and then I said, Mr. President  there's no Walmart's in North Korea  only targets"
83427,person,sad,white,man,38,35-44 years,if i had $10 for every gender  ac dick clark productions YouTube abc  ROCKIN DICK CLARK'S NEW YEAR'S EVE '19 WITH RYAN SEACREST  only got $20 in my pocket  YouTube Music abc dick clark productions
83429,person,,,,,,"The text in the image reads:  ""when you kick a trans woman in the crotch you see, he's just a man"""
83456,"tie, person",sad,white,man,28,25-34 years,"The text in the image reads:  ""whats the difference between santa and the jews santa goes down the chimney"""
83461,"person, person, person, person, person, person, horse, person, person, person, person, person, person, person, person, person, person, umbrella, boat, horse, person",,,,,,picture portaying slaves arriving on ships
83476,"person, book, book, book, book, book, book, book, book, book, book",,,,,,my kids will never know that awful feeling of realizing there's no vhs tape behind the box at the video store
83490,"person, person",,,,,,you say islam is violent?  i will kill you
83492,"banana, bird",,,,,,"when someone starts acting all friendly,  but you already know what they really are"
83497,"person, person, person, cup, person, umbrella, person",,,,,,"The text in the image reads:  ""different types of radicalization"""
83504,"person, person",,,,,,look son... another terror attack by peaceful muslims!
83509,person,,,,,,when a girl says she is lesbian so you become trans to smash  modern problems require modern solutions
83510,person,neutral,white,man,29,25-34 years,the look you give  when you gonna start trouble
83517,"person, person",,,,,,when you remember you have leftovers in the fridge  when you realize someone ate it before you got home
83527,"dog, person, baseball bat",,,,,,"The text in the image says:  ""let me 'talk'"" to the CEO of lgbt"""
83547,"dog, dog, person",,,,,,"""why do ""white people"" own so many pets? because we're not allowed to own people anymore """
83549,person,,,,,,first off i am hebrew! not a damn muslim get it right
83560,"car, person, person, handbag, handbag",happy,white,woman,27,25-34 years,this is what happens when you're gay  in a muslim country
83570,"person, tie",neutral,latino hispanic,man,36,35-44 years,the loudest one in the room.. is the weakest one in the room.
83571,"person, person",,,,,,just got angry all over again thinking about how zola made unathi umsunu nationally. saying unoxolo is just a friend kodwa akana address akana bellas then how the fuck is she your friend  the lies! the lies!
83579,person,,,,,,when you can't decide to pre heat the oven or just throw the meal in right away
83602,person,,,,,,not going anywhere for a while? sniggers
83607,"person, person, bottle",angry,white,man,42,35-44 years,"your sense of humor is so dark, people are worried about you."
83609,person,,,,,,america doesn't need a gun ban  it needs an idiot ban
83615,person,,,,,,"in the north they shovel snow, but in the south we shovel ashes"
83619,"person, person, person, chair, person, person, chair, chair, person, backpack, chair, suitcase, person, orange",,,,,,"i went to school and nikker cheated, ahh fuck"
83624,"person, cup, cup, cup, person, cup, cup, cup, bottle, spoon, cup, cup, cup, wine glass, wine glass, wine glass, cup, cup, cup, cup, cup, cup, bottle, wine glass, cup",,,,,,i'm trying to put a load in the dishwasher  him: me too!
83650,"person, person, person, person",,,,,,"allah akbar!  islam is the only religion where shouting its ""slogan"" makes people think they are about to die in a terrorist attack."
83651,person,,,,,,meanwhile in summer camp
83657,"person, tie",,,,,,nein shawty its ya b'day anne frankly i hope you celebrate it with bae
83670,"person, tie, tie, person, tie, person, tie, tie",fear,white,man,59,55-64 years,"then she said, ""go with your other bitch!""  bitch! you are my other bitch!"
83675,cow,,,,,,i'm gonna be like phelps one day
83692,person,,,,,,when you walk into the furry convention and you pull your ar-15 out purification is imminent
83701,"vase, vase",,,,,,will you hurry up and die you chocolatey little fucker I'm fucking starving
83704,"person, truck",neutral,latino hispanic,man,44,35-44 years,we broke up  but she said we could still be cousins.
83719,"book, chair, book, book, knife, person, couch, donut",,,,,,most people see a junkie meth addict  i see a punching bag and a $10 blowjob  one man's's trash is another man's treasure
83720,"person, person",,,,,,banging a squirter  not fun for a gay man
83726,"tie, person",,,,,,when people keep asking you if you're angry
83740,,,,,,,rev up those gas chambers
83745,,,,,,,it is time.. to send these parasites back to the desert
83756,"person, person",,,,,,drive very cautiously on this road of life  because folks will turn on you with no signal
83760,person,happy,white,man,25,25-34 years,you can tell that it's aspen tree because of the way it is
83764,"person, handbag, cell phone",,,,,,"muslim at the entrance: ""hello brother!"" brenton tarrant:"
83765,person,,,,,,so....i guess you can't give me an old fashioned... ....how bout a bj?
83794,"person, person",happy,white,man,44,35-44 years,i'm not talking to myself i'm thinking out loooooooud!!
83901,person,fear,black,man,28,25-34 years,am i gonna wish you happy birthday? dafuq else im'a do
83905,cat,,,,,,i wish i could stand by you!
83907,"person, person, person, person, person, backpack, person, person",,,,,,barbed wire fence hall of cost victims let me eat let me eat
83914,"bear, bird",,,,,,"The text in the image is ""obama voters."""
83916,"cat, dog",,,,,,"dad why do we stink? so blind people can hate us too, son"
83920,,,,,,,"just under 17 and a half years ago, 19 people were allowed into the us who should not have been  all these years later, we are told that the answer to safety is to allow everyone in"
83921,"person, person",neutral,indian,woman,32,25-34 years,this faceapp stuff is incredible!
83924,"person, person, person, person, person, person, person, car, person, person, person, person, person, handbag, umbrella, person, person, umbrella, person, person, person, kite, suitcase, handbag, handbag, backpack, person",,,,,,The text in the image is:  - KIERUNKI - A CZASU! - TRUMP - 2020 - - KEEP AMERICA GREAT!
83927,"person, bottle, chair",,,,,,"""I'm gonna be a tranpa!"""
83941,,,,,,,largest drug bust in u.s. history....  2 tons of crack!!
83946,"person, couch, couch, potted plant, couch",fear,white,man,25,25-34 years,when a white kid shoots up the school  the same day you planned to bomb it
83954,"laptop, person",,,,,,head teachers given the power to ban the burqa in british schools share if you want a full ban in britain!
83957,"person, baseball bat",,,,,,in my country i am forced to keep my mouth shut.  but here i am free to talk trash about the u.s. in hopes that it can soon change into a country where i am forced to keep my mouth shut.
83960,"person, bottle, baseball bat",,,,,,protect gays rights
83964,"person, person, cell phone, person",neutral,white,woman,38,35-44 years,has orgasm shoots tranny fluid
83965,person,neutral,white,woman,30,25-34 years,"bitch..  shut your ugly crack addict looking, poor white trash ass up"
83972,"person, person, person, person, cell phone, person",,,,,,you're a killer! your only purpose in life is too skull fuck the enemy into submission! just let it all go and act normal!
83976,cat,,,,,,me and the boys after killing innocent people in a bomb blast
84013,bear,,,,,,don't ask me how i get on that cliff
84015,"person, person, handbag, cell phone",,,,,,my ironymeter just exploded
84016,"person, person, sink",,,,,,"The text in the image reads:  ""I'm going to post a bunch of slutty pictures and act promiscuous on the internet  why doesn't anyone want to date me? all men are trash"""
84021,,,,,,,tranny for sale
84036,"person, person, person",,,,,,militant dressed as martyr
84057,"person, person, person, person, hot dog, toothbrush, fork, person, sandwich, person, fork",happy,asian,woman,31,25-34 years,no little asian don't eat them raw
84059,"person, tie",sad,white,man,22,18-24 years,"trans women are women, trans women are women, trans women are women, trans women are women, she still gotta get a prostate exam at 40 tho"
84061,person,,,,,,how they see themselves how god sees them!
84069,person,surprise,white,woman,30,25-34 years,new seatbelt design: 45% less car accidents
84072,tv,,,,,,when you're fucking  but wanna make sure he's not stealing anything
84076,,,,,,,"The text in the image is:  ""When you're lonely and have no one to pull the anal beads out for you."""
84091,"person, person, person, person, tie, car",happy,black,man,30,25-34 years,"""quick, you need to get me to russ...""  hey, donny ""wtf!  "
84097,,,,,,,when each letter is a mental disorder
84102,person,sad,white,woman,34,25-34 years,the definition of utter disgust  in plain black and white
84103,"person, tie",,,,,,you sicced all of your corrupt goons after me for 3 years and i came out clean.  now it's my turn to send my justice-seeking patriots after you and your corrupt goons. let's see how you all come out!!!
84106,"person, person, car, person, bus, car, person, person, handbag, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,white people be like it's you and me. black people be like look at these dumb ass crackas sittin in the middle of the damn road
84107,person,,,,,,i ordered a dishwasher and they sent me a sandwich maker
84120,"person, cat, cat",,,,,,when u tryin to be cute but she gotta make everything sexual
84125,person,happy,white,man,27,25-34 years,when you beat the red light
84150,"cell phone, person, person",sad,white,woman,32,25-34 years,when your jewish friend smells a stash of coins in public
84152,"person, bed",neutral,white,man,35,35-44 years,when your dishwasher is done for good
84153,"person, person, person, tie, person, airplane, person, person",neutral,white,man,24,18-24 years,when I finally find out who is responsible for my low gpa  oh you gotta be shitting me
84162,,,,,,,I could have killed all of them. but I let some of them survive so you know why I killed them.
84169,"person, train, person, person, person, person",,,,,,waiting for a train
84172,"tie, person",neutral,black,man,32,25-34 years,"The text in the image is:  - ""michelle obama"" - ""don't find that funny"""
84176,"tie, person, person",,,,,,"The text in the image reads:  ""I like this post keep it"""
84179,"person, person",happy,white,woman,30,25-34 years,"what is girlfriend....?  addition of problems, subtraction of money multiplication of enemies, division of friends"
84192,"tie, person, person, person",,,,,,"""women, you have to treat them like shit."" - donald trump"
84209,,,,,,,what if the government funded adoptions instead of abortions
84219,person,happy,white,man,41,35-44 years,"you get nothing, you loose!  good day sir!!!!"
84236,person,neutral,white,man,30,25-34 years,you cant  post that
84237,"bird, person, cell phone, person, person, person, cell phone, person",sad,middle eastern,man,31,25-34 years,It's hump day!!!  oh fuck!!!
84265,"person, person, person, person, person",,,,,,we give your holy flag praise  our lord and enslaver
84269,"spoon, bowl, carrot",neutral,asian,man,26,25-34 years,just ordered the new anne frank puzzle
84271,"cow, bear, cow",,,,,,doesn't matter what clan we all need to stick together
84273,person,angry,white,man,25,25-34 years,when you're the reason  for the company safety video
84276,person,,,,,,when i grow up i want to be a scientist
84291,person,happy,middle eastern,man,29,25-34 years,"housing, free gas, free electricity, free healthcare and free education for my wives and children.  to show gratitude for your generosity, I'll groom your 12 year old daughters, blow up your trains, planes and buses and preach hate through a dawah stall in your local city and town centres with the purpose of turning your generous country into the same shithole I originally took refuge from. allahu akbar!"
84295,"person, person, person, person, person, person, person, person, person, person, handbag, person, backpack",,,,,,when you come home early and catch your 5th son from 3rd wife in an objectionable position with your favourite goat
84297,person,neutral,white,man,29,25-34 years,you want a fight? put your head up my ass and fight for air. whatsup!
84302,"person, person, person, person, person, person, person, person, tie, person, person, person, person, person, person, person, person, person",happy,latino hispanic,man,32,25-34 years,why do we share more when these people are hurt but not these people
84305,"chair, chair, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,what's better than winning a gold medal in this contest  walking
84316,"person, bird, boat",happy,black,man,45,45-54 years,"The text in the image is:  ""I just came here to read the comments jus kiddinin im blind motherfucker"""
84317,person,,,,,,when you're broke af but still gotta buy christmas gifts
84321,person,sad,white,man,33,25-34 years,there's a 50% chance this phone is stolen
84325,"bottle, cup, donut, tie, person, cup, person",,,,,,this circus clown should be eating crow!
84327,"bus, kite",,,,,,when you're losing an argument against your black friend
84329,"person, skis",fear,white,man,28,25-34 years,"well, they're lazy good for nothin' tricksters... crack-smokin' swindlers! big butt havin', wide nose, breathin' up all the white man's air!"
84351,person,,,,,,we cannot arm teachers it violates the rights of the shooter
84360,"person, person",sad,white,woman,27,25-34 years,a pair of old men gossiping
84361,"person, person, tie, person, tie",,,,,,the brits gave up their guns  and now their gov't can jail them for not having a television license
84362,"person, sports ball, bear",,,,,,The text in the image is:  unleash the inner beast on the field
84370,"person, toothbrush",fear,latino hispanic,man,31,25-34 years,ribbed condoms  don't even taste like ribs
84379,"person, person",angry,white,man,42,35-44 years,if they steal this one i'm buying a horse
84392,"person, person, person",happy,white,woman,27,25-34 years,
84395,"person, surfboard",,,,,,how to pick up a girl from auschwitz
84502,dog,,,,,,just got a bootleg copy of muslim porn  deep goat
84510,"person, book",happy,white,man,33,25-34 years,bartender: how about a nice 12 yr old?  him: boy or girl?
84516,person,surprise,white,man,22,18-24 years,i don't want no windmill blowin no cancer on me!
84517,"person, person, dog",,,,,,"you said the vehicles aren't owned by members of the ppa...  ...the lie detector determined, that was a lie"
84521,"person, tie",neutral,asian,man,26,25-34 years,"The text in the image is:  - ""asians be like"" - ""switching to fullscreen mode"""
84523,"person, elephant, handbag",,,,,,did a lot of medical research  didn't hurt any animals
84527,person,,,,,,don't get me started  about your tranny problems
84531,person,angry,black,man,24,18-24 years,"the face they make when you've left the ""plantation"" and you no longer think like them"
84532,"person, person, scissors",,,,,,getting blitzkrieged? just say no  the wehrmacht sovereign nations legally cannot take any of your without your consent  hand
84537,person,,,,,,this steak is so black it stole my television
