id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text,sentiment_analysis
92170,"person, person, person, person, person, person, person, person, person, person, cow, person, person",,,,,,"The text in the image reads:  ""rev al sharpton that gorilla was 17 black and unarmed""",neutral
92180,"sheep, person, person, sheep, sheep, sheep, sheep, sheep, person, sheep, person, cow",happy,middle eastern,man,37,35-44 years,meanwhile  at the isis strip club,bad
92183,"person, person",,,,,,"ilhan omar told several republicans that they should try shawarma, a delicious middle eastern dish from her culture",good
92185,"car, dog, dog",,,,,,tired of bitches running from the dick? i give you the clamp that bitch down 3000,good
92187,"person, sports ball, sports ball, bench, bench",sad,white,woman,29,25-34 years,don't let this group  get you downs,neutral
92308,,,,,,,april 15 tax reminder don't forget to pay your taxes. 21 million illegal aliens  are depending on you! muchas' gracias!,bad
92314,person,,,,,,the difference between you and hitler  at least hitler could use an oven,neutral
92317,"person, umbrella, umbrella, person",fear,white,man,30,25-34 years,"you either die a hero, or live long enough to become the villain",bad
92341,bird,,,,,,if the bill of your hat is flat and has a sticker on it  i just assume you're a douche bag,neutral
92354,person,fear,white,man,33,25-34 years,this is my step ladder  i never knew my real ladder,bad
92357,"person, person, person, person, person, person, person, person, person, person, remote, person, person",,,,,,Imagine a group of people filled with so much hatred  they have to make laws making it illegal to hate them,neutral
92364,,,,,,,what do you call a jewish pokemon trainer? ash,bad
92365,"person, person, person, horse, person",,,,,,"her: i work with special needs children me, trying to impress her: i'm retarded",good
92368,"person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"The text in the image reads:  ""american soldiers praying in jesus name that they don't have to go overseas for the holidays""",bad
92370,"person, oven, wine glass, spoon, cup, bowl",,,,,,when your dishwasher is broken so you take it back to walmart to get a new one,bad
92375,"dog, dog",,,,,,somewhere in afghanistan a new book isbeing written  50 shades of sheep,bad
92381,person,,,,,,the face i make  when they still believe in the holocaust being real and have no idea WW2 was started by the zionist jews to bring back germany under Jewish control,good
92385,person,,,,,,you can fuck off with that shit  you can fuck straight off to fuck off mountain while riding your fuck horse to the land of awwww hell no,good
92405,person,neutral,latino hispanic,woman,32,25-34 years,"The text in the image reads:  ""portrait of a psychopath""",neutral
92407,"person, frisbee",,,,,,25% of the women in this country are on medication for mental illness  it means 75% are running around untreated!,bad
92408,"person, person",neutral,asian,man,36,35-44 years,"""Go into China town, you don't see negro stores. Go into Jew town, you don't see negro stores.  But come up here in black town and every kind of store is here but yours."" Malcolm X",neutral
92413,"tie, person",sad,asian,man,39,35-44 years,zuckerberg approves,bad
92417,"person, vase, tv, vase, vase, couch, vase",neutral,white,man,29,25-34 years,hoes be like  why can't i find a good man,good
92430,"person, person, person, person, person, person, person, person, handbag, person, person, backpack, person, person, person, handbag, backpack",sad,white,woman,38,35-44 years,back off f'ing white male  FAT POWER  we are on a sex strike,bad
92436,"person, person, person, person, person, backpack, person, backpack",,,,,,even if you cut your penis you will never be a woman,bad
92437,"person, remote",,,,,,-your pug is cute as hell -that's my son,bad
92450,cat,,,,,,to bad i don't speak peasant.!,bad
92453,"cup, cup, tie, person, person, dining table, cell phone",angry,white,man,34,25-34 years,when your boss volunteers you for the next suicide bombing,bad
92456,,,,,,,vanish shampoo,bad
92457,"tie, person, person",neutral,white,man,30,25-34 years,how you look when someone says something stupid,bad
92467,person,,,,,,"musslamic democrat Ilhan Omar, has threatened members of congress  she's told several republicans that she'll send them ""shawarma"" to ""give them a taste of her culture""  share to say arrest her now!",good
92473,,,,,,,"opens inbox ""lemme suck your dick"" goes to profile its a tranny",bad
92478,"person, person",happy,white,man,30,25-34 years,this is what happens when    you actually go fuck yourself,bad
92481,"person, book, book, book, book, person, person, book",,,,,,we have 3 apples. we give away 2 apples now calculate the radius on the bomb blast,bad
92483,"person, car",,,,,,"hmmm, wonder if i can get a couple of them muslim sex slaves!?!?!",good
92501,"person, bicycle",neutral,indian,man,36,35-44 years,look at the bright side you are only half black now,good
92513,person,fear,white,woman,43,35-44 years,"yes, ilhan omar is anti-semitic and anti-american  but she is on our side.",neutral
92514,,,,,,,this toaster is on fire,bad
92534,person,,,,,,black people are trying to wake up,neutral
92541,"bed, dog",,,,,,what's wrong with me? why am I so happy?,bad
92546,"person, person, handbag, handbag, person, person, suitcase",neutral,latino hispanic,man,22,18-24 years,extremist are brain washing the children,neutral
92547,"tie, person",sad,white,man,28,25-34 years,The text in the image is:  1939-1945 bake off winner,bad
92567,person,,,,,,The text in the image is:  - pray for peace - pray for wellbeing,bad
92568,"person, toothbrush",,,,,,what are they fighting over? Is it: a) he cut him off b) he stole his girl c) he ran into him d)they're just play fighting for funsies,neutral
92571,"person, car",angry,white,man,40,35-44 years,fresh out of fb jail  and still not giving a fuck!,neutral
92573,"person, person, tie, tie",fear,latino hispanic,man,31,25-34 years,"""whatever we once were ""the future must not belong to those who slander we are no longer a Christian nation"" the prophet of Islam""",bad
92578,"person, person, umbrella, horse, elephant, person, person",,,,,,and that was the last  nativity play  my son was  invited to take part in,bad
92581,bed,,,,,,finally got to do anal!  and yes she's a squirter!,neutral
92601,dog,,,,,,i do not like black people,bad
92603,"person, person, tie, book",neutral,black,man,45,45-54 years,i love pudding  pudding my dick where it doesn't belong,neutral
92608,"person, tie, person, person",,,,,,says he alone is tough enough to defeat isis  still too chickenshit to release his tax returns,good
92610,"person, car, car",angry,white,woman,32,25-34 years,the jews have a tragic history,bad
92613,"person, person, person",happy,white,woman,29,25-34 years,"The text in the image says ""baby with beauty marks.""",good
92614,"person, person, person, tie, person, tie",,,,,,"The text in the image is:  - ""Muslim"" - ""children at a pop concert"" - ""why are people attacking us?""",bad
92617,person,,,,,,when the porn video features a tranny but then'she' turns out to be a midget too  you had my curiosity but now you have my attention,good
92637,"person, truck",,,,,,"i almost joined the kkk once.. but there weren't enough gay, black women in town to justify me volunteering that much free time",good
92641,frisbee,,,,,,"i don't want trump's face on mount rushmore.  i want it chisled onto the moon so liberals, mexicans and muslims never get a good night's's sleep",good
92643,person,,,,,,a head diaper is required  SHIT!!!  when you have shit for brains,good
92645,person,,,,,,when the jews genocide you so hard for 50 years that your population triples,neutral
92654,"person, motorcycle, person",,,,,,i never dated my cuz'n i fucked him  but we never dated,neutral
92658,"person, person, person, person",,,,,,i found the lgbt hq  straight pride,bad
92670,person,neutral,white,man,30,25-34 years,"scared you today, didn't i?",neutral
92671,"person, person, book, laptop, bottle",,,,,,looking at you your condition is improving,bad
92683,"person, car, person, person",happy,latino hispanic,man,39,35-44 years,It's called a hate crime when you act against us  when we act against those that we hate it's religious freedom,bad
92705,person,,,,,,please help these kids locate their father,bad
92708,,,,,,,the book about terrorism,bad
92710,person,sad,white,man,33,25-34 years,you're not wrong you're just an asshole,neutral
92718,"bicycle, person",,,,,,goes on a date gets stood up,bad
92734,"person, person, person, tie, tie, tie, person, person, tie, chair, person, person",,,,,,aging challenge,bad
92735,"person, person",,,,,,this is the worst cancer I've ever seen,bad
92738,"person, person, person, person, person, person, person, person",,,,,,"they are the best in basketball because they can steal, shoot and run",bad
92741,person,,,,,,"wait, mohammad come back!!  i didn't mean to laugh, really size doesn't matter to me lol",neutral
92743,"person, person",fear,middle eastern,man,24,18-24 years,I'm starting to understand both the appeal of and the demand for sex robots.,bad
92750,"person, person, person, person, person, baseball bat, person, tie",neutral,middle eastern,man,24,18-24 years,I long for political correctness when kids were allowed to play livestock management technicians and indigenous people,bad
92768,parking meter,,,,,,"The text in the image reads:  ""police training 101 only shoot the black""",bad
92780,"person, book, book, book, person, book, person, book, person, book, person, book",,,,,,ahmed has 3 apples. he gives muhammad 2 apples now calculate the radius on the bomb blast,bad
92783,"person, person, person, person, person, person, person, tie, person",fear,white,man,32,25-34 years,what's better than winning a gold medal in this contest walking,bad
92785,"person, toilet",,,,,,jeffrey dahmer dumping his last boyfriend.,bad
92806,"tie, person, toothbrush",,,,,,"i guess it's all ok to demand that president trump release his taxes  i received $16 billion in 2018 to fix my rat infested shithole district in west baltimore and i never did it..  asking me where the money disappeared to, makes you all a bunch of racistsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss",bad
92814,"person, person, person, person",,,,,,overly attached muslim girlfriend i killed your other 4 wives so you have more time to beat me,bad
92817,person,,,,,,every muslim is allowed to have sex with his female slave. if he does not have female slave and wife is not at home his lust with sheep or then he must release goat- dr. zakir naik,neutral
92831,"person, tie",,,,,,when she say its not you its me  bitch its finna be yo eye,neutral
92835,"couch, person, banana",,,,,,my mom says if i get 1m likes they'll pull the plug,bad
92836,cat,neutral,white,man,30,25-34 years,when i said i wanted a little pussy this is not really what i had in mind..,bad
92837,,,,,,,"we dipped this shit in bacon grease mixed with bacon juice smothered in hate when it is time, rest assured america.  when the enemy brings it to our soil, we will bring it to them",bad
92845,"person, sheep, person, sheep, sheep, sheep, sheep, person, sheep, person, person, sheep, cow, sheep",happy,middle eastern,man,35,35-44 years,Meanwhile at the isis strip club,bad
92846,"person, elephant, horse, handbag",,,,,,did somebody say hump day,bad
92847,"person, handbag, person, umbrella, person, person, person, person, tie",,,,,,rise of the planet of the apes (1963),bad
92851,,,,,,,"teacher: "" ok class, bring out your calculators"" mohammed:",bad
92854,person,surprise,black,woman,28,25-34 years,when he asks you to see your hair,neutral
92867,"person, horse, person, remote, person, person, motorcycle",angry,asian,man,36,35-44 years,great minds think alike,bad
92870,person,happy,middle eastern,man,42,35-44 years,"all i want to do is move to your country, rape your women, bomb your buses, ripot in your streets and demand that you accept my religion. why can't you be more tolerant?",bad
92874,,,,,,,so..convert to islam or die?  i say fuck it..let's roll,bad
92876,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",happy,indian,man,40,35-44 years,not my president  not my residents,bad
93016,"person, person, person, person, person, person, person",neutral,black,man,27,25-34 years,drinking wine is bad drinking camel piss is good,neutral
93024,"person, person, person, person, person, person, person, person, person, person, person, person, person, person",neutral,asian,man,26,25-34 years,liquor stores ask for photo id they're trying to keep people of color from drinking!,bad
93027,"person, person",happy,latino hispanic,man,28,25-34 years,sexbomb sexbomb you are my sexbomb,bad
93041,sandwich,happy,white,man,31,25-34 years,"""who's gonna make the sandwiches? what do we do with all these sandwiches?""",bad
93042,"person, person, person, person, car, car, car, backpack, tie",happy,white,man,34,25-34 years,i lost my mom somewhere! what's she like? big cocks and vodka,bad
93046,person,neutral,latino hispanic,woman,32,25-34 years,The text in the image is:  - Muslim terrorist - Spy anti semite - the poster child - of the left,bad
93051,"person, person, person, person",happy,white,man,36,35-44 years,and for my next class project!,bad
93057,person,,,,,,how men who ride crotch rockets check on their pizzas,bad
93068,"person, person",angry,white,man,36,35-44 years,"""hi. i'm the electricianan. i'm here to remove your shorts, and check your box.""",neutral
93071,"person, person",,,,,,"look, i'm really sorry that i made a ""pew pew"" star wars lazer blaster noise when i jizzed all over your titties  i suffer from immature ejaculation",bad
93072,"person, person, baseball glove",,,,,,"The text in the image is:  - ""black people"" - ""black people"" - ""why would white america do this?""",bad
93076,toilet,,,,,,should i call a plumber or a electriciann?,bad
93081,"person, person",,,,,,"muller report, russia, democrats",bad
93082,"person, tie",happy,white,man,42,35-44 years,who the fuck is that person?,bad
93084,motorcycle,,,,,,has an orgasm...  ...shoots out tranny fluid,bad
93085,person,angry,white,man,38,35-44 years,i'm gonna get me some glow in the dark shoes  so i can enlighten your ass,good
93086,"car, car, car, car, car, dog, dog, car, person, dog, dog, person, horse, dog, dog, person, horse, person, horse, dog, person, person, dog, dog, dog, person, dog, dog, horse, dog",,,,,,sweden 2050 the muslim and african hordes execute the last real swede,bad
93087,"person, person, person, person, person, person, person, person",sad,white,man,30,25-34 years,"and looking for a ""safe place"" my page ain't it..  move along snowflake if you're easily offended",good
93102,"sheep, sheep",,,,,,"""harder, harder"" ""that's a good boy""",bad
93124,"bird, dining table, bird, keyboard",,,,,,how we see dogs what dogs want to eat when dogs are in heat,bad
93126,"person, toilet, refrigerator, microwave",,,,,,if you dress like this on laundry day...  you'll have an extra 'load' to deal with!,bad
93127,person,,,,,,black power white power keep poking that bear,bad
93128,"wine glass, tie, cup, wine glass, person, cup",,,,,,obama sucks. liberals are dumb. conservitives are great. jesus is lord. pro life. get rid of illegals. build a wall. bomb isis. obamacare is the devils work,bad
93142,person,,,,,,dam baby is that ass a school? cuz i wanna shoot some kids in it..,neutral
93145,"person, person, person, tie, person, person, chair, tie, person, dining table, chair, tie, tie, dining table",,,,,,"The text in the image is:  ""When when Germans try to dab""",bad
93146,"cell phone, person",,,,,,if you're going black friday shopping  be a decent human being and turn your phone horizontal before recording any fights,bad
93147,dog,,,,,,replacedd kitty litter with pop rocks,bad
93148,"person, cell phone, cell phone",fear,latino hispanic,woman,37,35-44 years,the proper way to pop a blackhead,bad
93152,"potted plant, person, laptop, person, handbag",neutral,asian,woman,28,25-34 years,don't blame me fuel was expensive,neutral
93164,person,,,,,,It's national hebrew day! let's make some challah!,neutral
93165,bear,,,,,,obama voters,bad
93168,bear,,,,,,my girlfriend is a porn star  she is going to be so pisseded off when she finds out,bad
93172,person,fear,white,man,37,35-44 years,this is a terrorist,bad
93174,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"The text in the image says ""nazi rally.""",bad
93184,"person, frisbee, cake, motorcycle",,,,,,this is my watermelon.  there are many like it but this one is mine.,neutral
93186,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,that's the way allah allah i like it,bad
93187,,,,,,,when wwe has a ppv in world war II germany  incineration chamber,good
93208,person,sad,white,man,28,25-34 years,The text in the image is:  jolo jew only live once,bad
93215,,,,,,,paper is white and paper beats rock,bad
93216,clock,,,,,,"The text in the image says:  ""When you have flashbacks from WWII""",bad
93245,"person, person",,,,,,when you tease your husband in public,neutral
93246,"person, book",neutral,black,man,39,35-44 years,converted to muslim?  why would you think that,bad
93247,"person, person, person, person, person, person",fear,white,woman,35,35-44 years,don't get fooled  take them out swimming on the first date,neutral
93251,person,,,,,,anjem choudary wants this removed he said it insults islam.  so i thought fuck it why not share,bad
93260,person,,,,,,when she smiles at you from a distance,bad
93261,"person, person, person, person, person, person, person, handbag, person",sad,middle eastern,man,27,25-34 years,"The text in the image is:  ""don't talk about him because hes gay shut up bitch""",bad
93268,"person, person, person, person, person, person, person, person",fear,black,man,26,25-34 years,you say islam is violent? i will kill you!,bad
93271,"person, chair, car, chair",,,,,,money can't buy you happiness  but hookers and coke don't make me sad either!,neutral
93275,bear,,,,,,i'm this pretty because both my parents are white,neutral
93280,"car, bench, potted plant, person",,,,,,a good asian driver,bad
93286,"person, person",,,,,,when your mom has to take a picture everywhere,bad
93287,,,,,,,"The text in the image says ""good asian "" """,bad
93401,"person, person, bicycle",,,,,,look dad im doing it you did it tyrone!,neutral
93405,"person, bottle",neutral,white,man,28,25-34 years,i like my coffee like i like my women in the kitchen where they belong,good
93410,"person, suitcase, dog",,,,,,i made a website for orphans it doesn't have a home page,neutral
93416,"person, person, person",angry,white,man,31,25-34 years,if he were a starving child i'm sure he would have a different sense of humor,bad
93426,person,,,,,,you see an innocent child i see the perpetuation of systematic oppression,neutral
93428,"tie, person, person",,,,,,vote for the candidate who wants to kiss babies  not kill them,bad
93462,person,,,,,,Islam is the religious of love and peace,bad
93468,"person, person, tie",sad,middle eastern,man,46,45-54 years,both guilty of murder  guilty ambassador pleaded for help  and obama ignored his pleas,bad
93471,"person, person",,,,,,when you haven't stolen for over 2 weeks..,bad
93481,person,,,,,,"The text in the image reads:  ""jack's links presents messing with sasquatch""",bad
93487,"person, book",,,,,,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?""",good
93502,"person, teddy bear",,,,,,"snuffy and big bird discuss the most efficient way to rape the drugged man hush, child",bad
93506,"bowl, spoon, carrot, dining table, carrot",,,,,,today we are making vegetable soup,neutral
93512,person,,,,,,once you go black so does your eye,bad
93521,bus,,,,,,ever notice that christians are bad drivers,neutral
93524,person,,,,,,when cops see an armed robber,neutral
93528,person,happy,middle eastern,man,23,18-24 years,portable dishwasher slash sandwich maker,bad
93541,"person, person, person, person, person, person, person, bird",,,,,,the jihad squad,bad
93542,"car, person, person, person, car, car, traffic light, person, person, person, car, motorcycle, person, car",,,,,,anyone who has been paying attention knows  the biggest threat to an innocent persons life in america is the police  like if you agree,neutral
93547,person,,,,,,The text in the image reads:  d.j. osama spin laden droppin' beats like the twin towers,neutral
93548,"person, person, person, person, person, person, person",,,,,,a gestapo agent inspects a group of yugoslavs  executed by nazi henchmen,bad
93568,"person, boat, umbrella",neutral,white,man,36,35-44 years,"The text in the image is:  ""I'm so fucking gay I can't even think straight""",bad
93572,,,,,,,"i like my refugees like this "" "" """,bad
93578,,,,,,,"her:  i thought you liked me talking shit in bed!  him:  yes, but, ""eat my pussy like it's watermelon you nigger!"" is not okay, katie",neutral
93586,"person, person, cell phone",sad,latino hispanic,woman,24,18-24 years,dropped my phone on my face  and now it looks i got into a street fight,neutral
93605,"cell phone, person",happy,white,woman,31,25-34 years,black people are underprivileged  so if my baby is black i'll be sure to get an abortion,bad
93610,person,,,,,,i should not be expected to pledge allegiance to any country including america dem representative ilhan omar quote,bad
93614,"person, person",,,,,,"I'm sorry I left the seat up, it won't happen again",bad
93615,person,,,,,,I hate when I see a black out in my neighborhood  but I still offer my neighbors a candle,neutral
93618,"person, person, person, person, person, person, person, chair, person",neutral,white,man,38,35-44 years,a mothers love is like no other,good
93620,"person, giraffe, person, person",,,,,,"The text in the image is:  - ""in other countries"" - ""in pakistan""",bad
93647,person,happy,white,man,22,18-24 years,goes as batman for halloween parents get killed,bad
93648,person,,,,,,"making a white trash album, if you could send me some pictures, that'd be great",bad
93650,,sad,white,man,26,25-34 years,i got kicked out of hogwarts for using black magic,neutral
93658,person,neutral,middle eastern,man,29,25-34 years,i like offending people because i think people who get offended should be offended,bad
93671,person,fear,white,man,32,25-34 years,no. no man. shit no man.  i believe you get your ass kicked saying some sumthin like that man.,neutral
93685,"person, person, person, person, person, person, person, person",angry,middle eastern,man,35,35-44 years,"The text in the image reads:  ""islam is the religion of peace! if you don't agree i kill you!""",bad
93687,"person, person",,,,,,The text in the image is:  - Amsterdam red light district - isalamabad red light district,bad
93702,person,,,,,,handjob sold separately,bad
93718,"person, person, person, person",neutral,white,man,31,25-34 years,"The text in the image is:  ""shia men after getting erection behan kidhar hai??""",bad
93725,dog,,,,,,felt cute. might kill your toddler later. idk..,bad
93728,"person, person, person, person",sad,white,man,22,18-24 years,dirty immigrant scum,bad
93740,"person, person, toothbrush",neutral,white,man,45,45-54 years,i'll be saving my resolution for 2019  i think i wanna be an asshole for 1 more year,bad
93741,"person, skateboard",neutral,asian,man,28,25-34 years,stop being a bitch,bad
93750,"person, umbrella",surprise,white,woman,20,18-24 years,teach your kids to drag race and they'll never be able to afford drugs,bad
93761,"person, person, person, person",,,,,,even though our people make it hard for us to help them we still love em  because we know they were conditioned to be this way,neutral
93764,person,,,,,,"dude, sometimes when i close my eyes  i can't see",neutral
93786,"person, person, chair, chair",,,,,,"when the exchange student from america pulls out his assault rifle  ""we don't do that here",bad
93820,dog,,,,,,we should legally be allowed to shoot fat g*y people,bad
93826,person,,,,,,"my wife asked me where i'd like to be buried  apparently, ""balls deep in your sister"" wasn't the answer she was expecting",neutral
93827,"bird, person, bear",angry,white,woman,32,25-34 years,now that's a koala-ty photo,bad
93841,person,,,,,,"you need to quit messing with those white devils, brotha!!",neutral
93852,"person, person, person, person, person, person",happy,black,man,27,25-34 years,The text in the image is:  happiness happens when we stand together,bad
93854,person,neutral,white,woman,39,35-44 years,i just realized we know  we don't want him in the same bathroom with our wives,bad
93857,,,,,,,"ideology  kills a dozen ""infidels""",bad
93861,"person, person, person, person, person",,,,,,first they laugh then they imitate,bad
93867,"person, tie",angry,white,man,55,55-64 years,you mean she wasn't german?,bad
93874,dog,,,,,,"The text in the image is:  ""allah! my goat doesn't love me anymore!""",bad
93875,person,,,,,,we live in a society where they lecture us on morals and biology,bad
94013,person,fear,white,man,26,25-34 years,now y'all be quiet while  massa making things great again,bad
94015,"person, car, person, person, person, person, car, car, parking meter, person, backpack, person, car, tie, backpack",neutral,white,man,26,25-34 years,a great way of serving your country,bad
94017,"person, person, tie",sad,white,man,45,45-54 years,i bet they make squeaky toy sounds  when they fuck,bad
94018,"person, person, person, person, tie, person, person, person, person, person, person, person, person",sad,white,woman,33,25-34 years,david cameron celebrates with with supporters at his constituency office,bad
94021,"hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog",,,,,,what's that burning? oh it's my family,bad
94026,"person, person, person, person, person, person",,,,,,i got some muhammed for you right here  how you like me now?,bad
94031,person,,,,,,felling cute. might fuck a goat later idk,bad
94062,person,sad,white,woman,41,35-44 years,the look after you told your mom you cleaned your room,bad
94065,person,happy,black,man,33,25-34 years,if yall daughters dancing like this.. they cant play with mines,bad
94067,,,,,,,I'm a firm believer in the seperation of Islam and the planet,good
94068,person,angry,middle eastern,man,49,45-54 years,hating the jews is a great honor for me and it makes me walk with my head high,good
94071,"person, vase, chair, potted plant, potted plant, potted plant, potted plant, chair, backpack, baseball glove",,,,,,when you know you have smoked too much meth,neutral
94078,"person, person, tie",happy,white,man,40,35-44 years,"The text in the image reads:  ""time to kill all muslims""",bad
94081,"person, person",sad,middle eastern,man,25,25-34 years,being conjoined isn't easy,bad
94083,"person, bed",happy,white,woman,28,25-34 years,this is how lesbians have sex,bad
94085,"person, person, umbrella, person, person",,,,,,"my black flag brings all the goats to the yard, watch out, i'll put a bomb in your car and the're like ""allahu akbar"" i could teach you, but i lost my arms",bad
94086,"person, tie, tie",,,,,,oh yeah  i'm definitely using this picture on tinder,bad
94087,"person, person",,,,,,"""never forget"" -you said..  i am the proof  you have forgotten",bad
94106,"person, person, tie",neutral,middle eastern,man,38,35-44 years,release your tax returns  i emailed it to you,neutral
94107,person,neutral,black,man,31,25-34 years,because even other planets need crime,good
94108,"person, person, person, person, person, person, handbag, person, handbag, person",sad,middle eastern,man,33,25-34 years,the mighty liberal army  ready to fight for socialism,neutral
94130,"person, tie",neutral,black,man,38,35-44 years,with black power comes no responsibility,bad
94132,person,,,,,,"i sent him a picture of my vagina...  and he said ""he loves arby'ss too.""",bad
94138,"person, person",happy,middle eastern,man,26,25-34 years,feeling pretty cute might blow something up later....idk yet,good
94150,"traffic light, person, traffic light",,,,,,"The text in the image is:  - ""america be like"" - ""never forget"" - ""get over it""",bad
94152,person,,,,,,we make sacrifices  for love and peace in future,good
94153,"person, tie",,,,,,"The text in the image says:  ""what hitler would look like as a female""",bad
94156,"person, bottle, bottle, person, tv, bottle",fear,latino hispanic,man,25,25-34 years,i'm proof that even the dumbest student can one day lead the democrat party,bad
94158,"teddy bear, dog",,,,,,"The text in the image says ""great apes.""",bad
94162,"chair, person, chair, dining table, remote, book",,,,,,teacher: alright class take out your calculators  mohammed:,neutral
94170,"person, bottle, oven, knife, sink, vase",,,,,,when you decide to go full gas,bad
94175,,neutral,black,man,28,25-34 years,"""we're his kids and he hasn't returned. yeah this makes sense""",bad
94176,person,,,,,,the new space saving dishwasher you can hang it anywhere!,bad
94178,"clock, person, tie",happy,middle eastern,man,45,45-54 years,symbol of stupidity,bad
94180,"person, tie",,,,,,happy pride month  let's go beat up lesbians,bad
94185,person,,,,,,"The text in the image reads:  ""how a black woman can fight crime""",bad
94205,"person, person, person, chair, skateboard",neutral,white,man,25,25-34 years,when your moms plastic  an you're a spastic tragedy!!,bad
94216,person,happy,asian,man,32,25-34 years,"The text in the image reads:  ""japanese citizen watches as nuke drops on the 9th of august 1945 (colorized""",neutral
94230,"person, tie",,,,,,kathy bates in the movie waterboy,bad
94236,"person, person, person, cell phone",,,,,,everyone jews why does the world hate us?,bad
94237,"cup, cup, person, person",,,,,,how do you know if a black guy is well hung? you can't fit your finger between the rope and it's neck!!,bad
94251,"clock, clock, person, bottle",neutral,white,man,30,25-34 years,ahmed mohamed reminds us to set our bombs 1 hour ahead this weekend,bad
94256,dog,,,,,,it's a wiener pit kind of like your mom,bad
94267,"person, toothbrush",,,,,,"The text in the image reads:  - ""how gothhead lesbians get stoned in the middle east"" - ""islamic art""",bad
94278,"person, scissors, microwave, potted plant, bowl, oven, bowl, bowl, sink, bottle",,,,,,stop it! i'm trying to work with dishwasher,bad
94281,,,,,,,when i try to fit in with other people,bad
94287,"cat, cat",,,,,,who is this grumpy cat you speak of?!  sweet mother of hades what the hell is that?!?!?,bad
94302,"person, tie",sad,white,man,28,25-34 years,"The text in the image reads:  ""we can end racism if we end a race""",bad
94305,"person, person, person, person, teddy bear, person, person",happy,middle eastern,woman,33,25-34 years,"The text in the image reads ""women rights in islamic countries.""",neutral
94325,"person, person, person, person, person",neutral,white,woman,37,35-44 years,"i don't always listen to the 80's..... but when i do, so do the neighbors",bad
94350,"person, person, remote, person, person, couch",,,,,,i wonder is he's thinking about me sir.  find me interracial tranny amputee midget fistig porn.,bad
94351,"banana, person",,,,,,hmmm minyoda i am beat women i must,bad
94352,"person, person, person, person",,,,,,whitesox ticket: $55 beer: $8 hot dog: $6  watchinging a muslim from kenya throw a 28 mph fastball like an 8 yr old little girl: priceless,bad
94356,"person, person, bowl, person, bowl",,,,,,an all female muslim rock band,bad
94357,"tv, person, keyboard, mouse, traffic light",angry,white,woman,33,25-34 years,"""the master race""",bad
94358,person,fear,latino hispanic,woman,33,25-34 years,The text in the image says:  not all muslims are terrorist,bad
94360,person,,,,,,"The text in the image says:  ""how to get a black guy to see his baby""",neutral
94361,"person, remote",happy,asian,woman,19,18-24 years,when you can't wait for them to cut the cake,bad
94370,"person, remote, couch, couch",sad,latino hispanic,man,31,25-34 years,when you find out there's an opening for the role of chewbacca,bad
94372,"person, tie",,,,,,we are in a civil cold war with the bill of rights on the line! so wake up!,bad
94378,person,,,,,,save them from death,bad
